country,date,feature,value
LU,2022-07-05,ActiveSubscription,3
LU,2022-07-06,ActiveSubscription,3
LU,2022-07-07,ActiveSubscription,3
LU,2022-07-08,ActiveSubscription,3
LU,2022-07-09,ActiveSubscription,3
LU,2022-07-10,ActiveSubscription,3
LU,2022-07-11,ActiveSubscription,3
LU,2022-07-12,ActiveSubscription,3
LU,2022-07-13,ActiveSubscription,3
LU,2022-07-14,ActiveSubscription,3
LU,2022-07-15,ActiveSubscription,2
LU,2022-07-16,ActiveSubscription,2
LU,2022-07-17,ActiveSubscription,1
LU,2022-07-18,ActiveSubscription,1
LU,2022-07-19,ActiveSubscription,1
LU,2022-07-20,ActiveSubscription,1
LU,2022-07-21,ActiveSubscription,1
LU,2022-07-22,ActiveSubscription,1
LU,2022-07-23,ActiveSubscription,1
LU,2022-07-24,ActiveSubscription,1
LU,2022-07-25,ActiveSubscription,1
LU,2022-07-26,ActiveSubscription,1
LU,2022-07-27,ActiveSubscription,1
LU,2022-08-01,ActiveSubscription,1
LU,2022-08-02,ActiveSubscription,1
LU,2022-08-03,ActiveSubscription,1
LU,2022-08-04,ActiveSubscription,1
LU,2022-08-05,ActiveSubscription,1
LU,2022-08-06,ActiveSubscription,1
LU,2022-08-07,ActiveSubscription,1
LU,2022-08-08,ActiveSubscription,1
LU,2022-08-09,ActiveSubscription,1
LU,2022-08-10,ActiveSubscription,1
LU,2022-08-11,ActiveSubscription,1
LU,2022-08-12,ActiveSubscription,1
LU,2022-08-13,ActiveSubscription,1
LU,2022-08-14,ActiveSubscription,1
LU,2022-08-15,ActiveSubscription,1
LU,2022-08-16,ActiveSubscription,1
LU,2022-08-17,ActiveSubscription,1
LU,2022-09-01,ActiveSubscription,1
LU,2022-09-02,ActiveSubscription,1
LU,2022-09-03,ActiveSubscription,1
LU,2022-09-04,ActiveSubscription,1
LU,2022-09-05,ActiveSubscription,1
LU,2022-09-06,ActiveSubscription,1
LU,2022-09-07,ActiveSubscription,1
LU,2022-09-08,ActiveSubscription,1
LU,2022-09-09,ActiveSubscription,1
LU,2022-09-09,NewSubscription,1
LU,2022-09-10,ActiveSubscription,1
LU,2022-09-11,ActiveSubscription,1
LU,2022-09-12,ActiveSubscription,2
LU,2022-09-13,ActiveSubscription,2
LU,2022-09-14,ActiveSubscription,2
LU,2022-09-15,ActiveSubscription,2
LU,2022-09-16,ActiveSubscription,1
LU,2022-09-17,ActiveSubscription,1
LU,2022-09-18,ActiveSubscription,1
LU,2022-09-19,ActiveSubscription,1
LU,2022-09-20,ActiveSubscription,1
LU,2022-09-21,ActiveSubscription,1
LU,2022-09-22,ActiveSubscription,1
LU,2022-09-23,ActiveSubscription,1
LU,2022-09-24,ActiveSubscription,1
LU,2022-09-25,ActiveSubscription,1
LU,2022-09-26,ActiveSubscription,1
LU,2022-09-27,ActiveSubscription,1
LU,2022-09-28,ActiveSubscription,1
LU,2022-09-29,ActiveSubscription,1
LU,2022-09-30,ActiveSubscription,1
LU,2022-10-01,ActiveSubscription,1
LU,2022-10-02,ActiveSubscription,1
LU,2022-10-03,ActiveSubscription,1
LU,2022-10-04,ActiveSubscription,1
LU,2022-10-05,ActiveSubscription,1
LU,2022-10-06,ActiveSubscription,1
LU,2022-10-07,ActiveSubscription,1
LU,2022-10-08,ActiveSubscription,1
LU,2022-10-09,ActiveSubscription,1
LU,2022-10-10,ActiveSubscription,1
LU,2022-10-11,ActiveSubscription,1
LU,2022-10-12,ActiveSubscription,1
LU,2022-10-13,ActiveSubscription,1
LU,2022-10-14,ActiveSubscription,1
LU,2022-10-15,ActiveSubscription,1
LU,2022-10-16,ActiveSubscription,1
LU,2022-10-17,ActiveSubscription,1
LU,2022-10-18,ActiveSubscription,1
LU,2022-10-19,ActiveSubscription,2
LU,2022-10-20,ActiveSubscription,2
LU,2022-10-21,ActiveSubscription,2
LU,2022-10-22,ActiveSubscription,2
LU,2022-10-23,ActiveSubscription,2
LU,2022-10-24,ActiveSubscription,2
LU,2022-10-25,ActiveSubscription,2
LU,2022-10-26,ActiveSubscription,2
LU,2022-10-27,ActiveSubscription,2
LU,2022-10-28,ActiveSubscription,2
LU,2022-10-29,ActiveSubscription,2
LU,2022-10-30,ActiveSubscription,2
LU,2022-10-31,ActiveSubscription,2
LU,2022-11-01,ActiveSubscription,2
LU,2022-11-02,ActiveSubscription,2
LU,2022-11-03,ActiveSubscription,2
LU,2022-11-04,ActiveSubscription,2
LU,2022-11-05,ActiveSubscription,2
LU,2022-11-06,ActiveSubscription,2
LU,2022-11-07,ActiveSubscription,2
LU,2022-11-08,ActiveSubscription,2
LU,2022-11-09,ActiveSubscription,2
LU,2022-11-10,ActiveSubscription,2
LU,2022-11-11,ActiveSubscription,2
LU,2022-11-12,ActiveSubscription,2
LU,2022-11-13,ActiveSubscription,2
LU,2022-11-14,ActiveSubscription,2
LU,2022-11-15,ActiveSubscription,2
LU,2022-11-16,ActiveSubscription,2
LU,2022-11-17,ActiveSubscription,2
LU,2022-11-18,ActiveSubscription,2
LU,2022-11-19,ActiveSubscription,2
LU,2022-11-20,ActiveSubscription,2
LU,2022-11-21,ActiveSubscription,2
LU,2022-11-22,ActiveSubscription,2
LU,2022-11-23,ActiveSubscription,1
LU,2022-11-24,ActiveSubscription,2
LU,2022-11-25,ActiveSubscription,2
LU,2022-11-26,ActiveSubscription,2
LU,2022-11-27,ActiveSubscription,2
LU,2022-11-28,ActiveSubscription,2
LU,2022-11-29,ActiveSubscription,2
LU,2022-11-30,ActiveSubscription,1
LU,2022-12-01,ActiveSubscription,1
LU,2022-12-02,ActiveSubscription,1
LU,2022-12-03,ActiveSubscription,1
LU,2022-12-04,ActiveSubscription,1
LV,2022-01-01,ActiveSubscription,3
LV,2022-01-02,ActiveSubscription,3
LV,2022-01-03,ActiveSubscription,3
LV,2022-01-04,ActiveSubscription,3
LV,2022-01-05,ActiveSubscription,3
LV,2022-01-06,ActiveSubscription,3
LV,2022-01-07,ActiveSubscription,3
LV,2022-01-08,ActiveSubscription,3
LV,2022-01-09,ActiveSubscription,3
LV,2022-01-10,ActiveSubscription,3
LV,2022-01-11,ActiveSubscription,3
LV,2022-01-12,ActiveSubscription,3
LV,2022-01-13,ActiveSubscription,3
LV,2022-01-14,ActiveSubscription,3
LV,2022-01-15,ActiveSubscription,3
LV,2022-01-16,ActiveSubscription,3
LV,2022-01-17,ActiveSubscription,3
LV,2022-01-18,ActiveSubscription,3
LV,2022-01-19,ActiveSubscription,3
LV,2022-01-20,ActiveSubscription,3
LV,2022-01-21,ActiveSubscription,3
LV,2022-01-22,ActiveSubscription,2
LV,2022-01-23,ActiveSubscription,2
LV,2022-01-24,ActiveSubscription,2
LV,2022-01-25,ActiveSubscription,2
LV,2022-01-26,ActiveSubscription,2
LV,2022-01-27,ActiveSubscription,2
LV,2022-01-28,ActiveSubscription,2
LV,2022-01-29,ActiveSubscription,2
LV,2022-01-30,ActiveSubscription,2
LV,2022-01-31,ActiveSubscription,2
LV,2022-02-01,ActiveSubscription,2
LV,2022-02-02,ActiveSubscription,2
LV,2022-02-03,ActiveSubscription,2
LV,2022-02-04,ActiveSubscription,2
LV,2022-02-05,ActiveSubscription,2
LV,2022-02-06,ActiveSubscription,2
LV,2022-02-07,ActiveSubscription,2
LV,2022-02-08,ActiveSubscription,2
LV,2022-02-09,ActiveSubscription,2
LV,2022-02-10,ActiveSubscription,2
LV,2022-02-11,ActiveSubscription,2
LV,2022-02-12,ActiveSubscription,2
LV,2022-02-13,ActiveSubscription,2
LV,2022-02-14,ActiveSubscription,2
LV,2022-02-15,ActiveSubscription,2
LV,2022-02-16,ActiveSubscription,1
LV,2022-02-17,ActiveSubscription,1
LV,2022-02-18,ActiveSubscription,1
LV,2022-02-19,ActiveSubscription,1
LV,2022-02-20,ActiveSubscription,1
LV,2022-02-21,ActiveSubscription,1
LV,2022-02-22,ActiveSubscription,1
LV,2022-02-23,ActiveSubscription,1
LV,2022-02-24,ActiveSubscription,1
LV,2022-02-25,ActiveSubscription,1
LV,2022-02-26,ActiveSubscription,1
LV,2022-02-27,ActiveSubscription,1
LV,2022-02-28,ActiveSubscription,1
LV,2022-03-01,ActiveSubscription,1
LV,2022-03-02,ActiveSubscription,1
LV,2022-03-03,ActiveSubscription,1
LV,2022-03-04,ActiveSubscription,1
LV,2022-03-05,ActiveSubscription,1
LV,2022-03-06,ActiveSubscription,1
LV,2022-03-07,ActiveSubscription,1
LV,2022-03-08,ActiveSubscription,1
LV,2022-03-09,ActiveSubscription,1
LV,2022-03-10,ActiveSubscription,1
LV,2022-03-11,ActiveSubscription,1
LV,2022-03-12,ActiveSubscription,1
LV,2022-03-13,ActiveSubscription,1
LV,2022-03-14,ActiveSubscription,1
LV,2022-03-15,ActiveSubscription,1
LV,2022-03-16,ActiveSubscription,1
LV,2022-03-17,ActiveSubscription,1
LV,2022-03-18,ActiveSubscription,1
LV,2022-03-19,ActiveSubscription,1
LV,2022-03-20,ActiveSubscription,1
LV,2022-03-21,ActiveSubscription,1
LV,2022-03-22,ActiveSubscription,1
LV,2022-03-23,ActiveSubscription,1
LV,2022-03-24,ActiveSubscription,1
LV,2022-03-25,ActiveSubscription,1
LV,2022-03-26,ActiveSubscription,1
LV,2022-03-27,ActiveSubscription,1
LV,2022-03-28,ActiveSubscription,1
LV,2022-03-29,ActiveSubscription,1
LV,2022-03-30,ActiveSubscription,1
LV,2022-03-31,ActiveSubscription,1
LV,2022-04-01,ActiveSubscription,1
LV,2022-04-02,ActiveSubscription,1
LV,2022-04-03,ActiveSubscription,1
LV,2022-04-04,ActiveSubscription,1
LV,2022-04-05,ActiveSubscription,1
LV,2022-04-06,ActiveSubscription,1
LV,2022-04-07,ActiveSubscription,1
LV,2022-04-08,ActiveSubscription,1
LV,2022-04-09,ActiveSubscription,1
LV,2022-04-10,ActiveSubscription,1
LV,2022-04-11,ActiveSubscription,1
LV,2022-04-12,ActiveSubscription,1
LV,2022-04-13,ActiveSubscription,1
LV,2022-04-14,ActiveSubscription,1
LV,2022-04-15,ActiveSubscription,1
LV,2022-04-16,ActiveSubscription,1
LV,2022-04-17,ActiveSubscription,1
LV,2022-04-18,ActiveSubscription,1
LV,2022-04-19,ActiveSubscription,1
LV,2022-04-20,ActiveSubscription,1
LV,2022-04-21,ActiveSubscription,1
LV,2022-04-22,ActiveSubscription,1
LV,2022-04-23,ActiveSubscription,1
LV,2022-04-24,ActiveSubscription,1
LV,2022-04-25,ActiveSubscription,1
LV,2022-04-26,ActiveSubscription,1
LV,2022-04-27,ActiveSubscription,1
LV,2022-04-28,ActiveSubscription,1
LV,2022-04-29,ActiveSubscription,1
LV,2022-04-30,ActiveSubscription,1
LV,2022-05-01,ActiveSubscription,1
LV,2022-05-19,ActiveSubscription,1
LV,2022-05-20,ActiveSubscription,1
LV,2022-05-21,ActiveSubscription,1
LV,2022-05-22,ActiveSubscription,1
LV,2022-05-23,ActiveSubscription,1
LV,2022-05-24,ActiveSubscription,1
LV,2022-05-25,ActiveSubscription,1
LV,2022-05-26,ActiveSubscription,1
LV,2022-05-27,ActiveSubscription,1
LV,2022-05-28,ActiveSubscription,1
LV,2022-05-29,ActiveSubscription,1
LV,2022-05-30,ActiveSubscription,1
LV,2022-05-31,ActiveSubscription,1
LV,2022-06-01,ActiveSubscription,1
LV,2022-06-02,ActiveSubscription,1
LV,2022-06-03,ActiveSubscription,1
LV,2022-06-04,ActiveSubscription,1
LV,2022-06-05,ActiveSubscription,1
LV,2022-06-06,ActiveSubscription,1
LV,2022-06-07,ActiveSubscription,1
LV,2022-06-08,ActiveSubscription,1
LV,2022-06-09,ActiveSubscription,1
LV,2022-06-10,ActiveSubscription,1
LV,2022-06-11,ActiveSubscription,1
LV,2022-06-12,ActiveSubscription,1
LV,2022-06-13,ActiveSubscription,1
LV,2022-06-14,ActiveSubscription,1
LV,2022-06-15,ActiveSubscription,1
LV,2022-06-16,ActiveSubscription,1
LV,2022-06-17,ActiveSubscription,1
LV,2022-06-18,ActiveSubscription,1
LV,2022-06-19,ActiveSubscription,1
LV,2022-06-20,ActiveSubscription,1
LV,2022-06-21,ActiveSubscription,1
LV,2022-06-22,ActiveSubscription,1
LV,2022-06-23,ActiveSubscription,1
LV,2022-06-24,ActiveSubscription,1
LV,2022-06-25,ActiveSubscription,1
LV,2022-06-26,ActiveSubscription,1
LV,2022-06-27,ActiveSubscription,1
LV,2022-06-28,ActiveSubscription,1
LV,2022-06-29,ActiveSubscription,1
LV,2022-06-30,ActiveSubscription,1
LV,2022-07-01,ActiveSubscription,1
LV,2022-07-02,ActiveSubscription,1
LV,2022-07-03,ActiveSubscription,1
LV,2022-07-04,ActiveSubscription,1
LV,2022-07-05,ActiveSubscription,1
LV,2022-07-06,ActiveSubscription,1
LV,2022-07-07,ActiveSubscription,1
LV,2022-07-08,ActiveSubscription,1
LV,2022-07-09,ActiveSubscription,1
LV,2022-07-10,ActiveSubscription,1
LV,2022-07-11,ActiveSubscription,1
LV,2022-07-12,ActiveSubscription,1
LV,2022-07-13,ActiveSubscription,1
LV,2022-07-14,ActiveSubscription,1
LV,2022-07-15,ActiveSubscription,1
LV,2022-07-16,ActiveSubscription,1
LV,2022-07-17,ActiveSubscription,1
LV,2022-07-18,ActiveSubscription,1
LV,2022-07-19,ActiveSubscription,1
LV,2022-07-20,ActiveSubscription,1
LV,2022-07-21,ActiveSubscription,1
LV,2022-07-22,ActiveSubscription,1
LV,2022-07-23,ActiveSubscription,1
LV,2022-07-24,ActiveSubscription,1
LV,2022-07-25,ActiveSubscription,1
LV,2022-07-26,ActiveSubscription,1
LV,2022-07-27,ActiveSubscription,1
LV,2022-07-28,ActiveSubscription,1
LV,2022-07-29,ActiveSubscription,1
LV,2022-07-30,ActiveSubscription,1
LV,2022-07-31,ActiveSubscription,1
LV,2022-08-01,ActiveSubscription,1
LV,2022-08-02,ActiveSubscription,1
LV,2022-08-03,ActiveSubscription,1
LV,2022-08-04,ActiveSubscription,1
LV,2022-08-05,ActiveSubscription,1
LV,2022-08-06,ActiveSubscription,1
LV,2022-08-07,ActiveSubscription,1
LV,2022-08-08,ActiveSubscription,1
LV,2022-08-09,ActiveSubscription,1
LV,2022-08-10,ActiveSubscription,1
LV,2022-08-11,ActiveSubscription,1
LV,2022-08-12,ActiveSubscription,1
LV,2022-08-13,ActiveSubscription,1
LV,2022-08-13,NewSubscription,1
LV,2022-08-14,ActiveSubscription,1
LV,2022-08-15,ActiveSubscription,1
LV,2022-08-16,ActiveSubscription,1
LV,2022-08-17,ActiveSubscription,2
LV,2022-08-18,ActiveSubscription,2
LV,2022-08-19,ActiveSubscription,2
LV,2022-08-20,ActiveSubscription,2
LV,2022-08-21,ActiveSubscription,2
LV,2022-08-22,ActiveSubscription,2
LV,2022-08-23,ActiveSubscription,2
LV,2022-08-24,ActiveSubscription,2
LV,2022-08-25,ActiveSubscription,2
LV,2022-08-26,ActiveSubscription,2
LV,2022-08-27,ActiveSubscription,2
LV,2022-08-28,ActiveSubscription,2
LV,2022-08-29,ActiveSubscription,2
LV,2022-08-30,ActiveSubscription,2
LV,2022-08-31,ActiveSubscription,2
LV,2022-09-01,ActiveSubscription,2
LV,2022-09-02,ActiveSubscription,2
LV,2022-09-03,ActiveSubscription,2
LV,2022-09-04,ActiveSubscription,2
LV,2022-09-05,ActiveSubscription,2
LV,2022-09-06,ActiveSubscription,2
LV,2022-09-07,ActiveSubscription,2
LV,2022-09-08,ActiveSubscription,2
LV,2022-09-09,ActiveSubscription,2
LV,2022-09-10,ActiveSubscription,2
LV,2022-09-11,ActiveSubscription,2
LV,2022-09-12,ActiveSubscription,2
LV,2022-09-13,ActiveSubscription,1
LV,2022-09-14,ActiveSubscription,1
LV,2022-09-15,ActiveSubscription,1
LV,2022-09-16,ActiveSubscription,1
LV,2022-09-17,ActiveSubscription,1
LV,2022-09-18,ActiveSubscription,1
LV,2022-09-19,ActiveSubscription,1
LV,2022-09-20,ActiveSubscription,1
LV,2022-09-21,ActiveSubscription,1
LV,2022-09-22,ActiveSubscription,1
LV,2022-09-23,ActiveSubscription,1
LV,2022-09-24,ActiveSubscription,1
LV,2022-09-25,ActiveSubscription,1
LV,2022-09-26,ActiveSubscription,1
LV,2022-09-27,ActiveSubscription,1
LV,2022-09-28,ActiveSubscription,1
LV,2022-09-29,ActiveSubscription,1
LV,2022-09-30,ActiveSubscription,1
LV,2022-10-01,ActiveSubscription,1
LV,2022-10-02,ActiveSubscription,1
LV,2022-10-03,ActiveSubscription,1
LV,2022-10-04,ActiveSubscription,1
LV,2022-10-05,ActiveSubscription,1
LV,2022-10-06,ActiveSubscription,1
LV,2022-10-07,ActiveSubscription,1
LV,2022-10-08,ActiveSubscription,1
LV,2022-10-09,ActiveSubscription,1
LV,2022-10-09,NewSubscription,1
LV,2022-10-10,ActiveSubscription,1
LV,2022-10-11,ActiveSubscription,1
LV,2022-10-12,ActiveSubscription,1
LV,2022-10-13,ActiveSubscription,1
LV,2022-10-14,ActiveSubscription,1
LV,2022-10-15,ActiveSubscription,1
LV,2022-10-16,ActiveSubscription,1
LV,2022-10-17,ActiveSubscription,1
LV,2022-10-18,ActiveSubscription,1
LV,2022-10-20,ActiveSubscription,1
LV,2022-10-21,ActiveSubscription,1
LV,2022-10-22,ActiveSubscription,1
LV,2022-10-23,ActiveSubscription,1
LV,2022-10-24,ActiveSubscription,2
LV,2022-10-25,ActiveSubscription,2
LV,2022-10-26,ActiveSubscription,2
LV,2022-10-27,ActiveSubscription,2
LV,2022-10-28,ActiveSubscription,2
LV,2022-10-29,ActiveSubscription,2
LV,2022-10-30,ActiveSubscription,2
LV,2022-10-31,ActiveSubscription,2
LV,2022-11-01,ActiveSubscription,2
LV,2022-11-02,ActiveSubscription,2
LV,2022-11-03,ActiveSubscription,1
LV,2022-11-04,ActiveSubscription,1
LV,2022-11-05,ActiveSubscription,1
LV,2022-11-06,ActiveSubscription,1
LV,2022-11-07,ActiveSubscription,1
LV,2022-11-08,ActiveSubscription,1
LV,2022-11-09,ActiveSubscription,1
LV,2022-11-10,ActiveSubscription,1
LV,2022-11-11,ActiveSubscription,1
LV,2022-11-12,ActiveSubscription,1
LV,2022-11-13,ActiveSubscription,1
LV,2022-11-14,ActiveSubscription,1
LV,2022-11-15,ActiveSubscription,1
LV,2022-11-16,ActiveSubscription,1
LV,2022-11-17,ActiveSubscription,1
LV,2022-11-18,ActiveSubscription,1
LV,2022-11-19,ActiveSubscription,1
LV,2022-11-20,ActiveSubscription,1
LV,2022-11-21,ActiveSubscription,1
LV,2022-11-22,ActiveSubscription,1
LV,2022-11-23,ActiveSubscription,1
LV,2022-11-24,ActiveSubscription,1
LV,2022-11-25,ActiveSubscription,1
LV,2022-11-26,ActiveSubscription,1
LV,2022-11-27,ActiveSubscription,1
LV,2022-11-28,ActiveSubscription,1
LV,2022-11-29,ActiveSubscription,1
LV,2022-11-30,ActiveSubscription,1
LV,2022-12-01,ActiveSubscription,1
LV,2022-12-02,ActiveSubscription,1
LV,2022-12-03,ActiveSubscription,1
LV,2022-12-04,ActiveSubscription,1
MA,2022-01-01,ActiveSubscription,2
MA,2022-01-02,ActiveSubscription,2
MA,2022-01-03,ActiveSubscription,2
MA,2022-01-04,ActiveSubscription,2
MA,2022-01-05,ActiveSubscription,2
MA,2022-01-06,ActiveSubscription,1
MA,2022-01-07,ActiveSubscription,1
MA,2022-01-08,ActiveSubscription,1
MA,2022-01-09,ActiveSubscription,1
MA,2022-01-10,ActiveSubscription,1
MA,2022-01-11,ActiveSubscription,1
MA,2022-01-12,ActiveSubscription,1
MA,2022-01-13,ActiveSubscription,1
MA,2022-01-14,ActiveSubscription,1
MA,2022-01-15,ActiveSubscription,1
MA,2022-01-16,ActiveSubscription,1
MA,2022-01-17,ActiveSubscription,1
MA,2022-01-18,ActiveSubscription,1
MA,2022-01-19,ActiveSubscription,1
MA,2022-01-20,ActiveSubscription,1
MA,2022-01-21,ActiveSubscription,1
MA,2022-01-22,ActiveSubscription,1
MA,2022-01-23,ActiveSubscription,1
MA,2022-01-24,ActiveSubscription,1
MA,2022-01-25,ActiveSubscription,1
MA,2022-01-26,ActiveSubscription,1
MA,2022-01-27,ActiveSubscription,2
MA,2022-01-28,ActiveSubscription,2
MA,2022-01-29,ActiveSubscription,2
MA,2022-01-30,ActiveSubscription,2
MA,2022-01-31,ActiveSubscription,2
MA,2022-02-01,ActiveSubscription,2
MA,2022-02-02,ActiveSubscription,2
MA,2022-02-03,ActiveSubscription,2
MA,2022-02-04,ActiveSubscription,2
MA,2022-02-05,ActiveSubscription,2
MA,2022-02-06,ActiveSubscription,2
MA,2022-02-07,ActiveSubscription,2
MA,2022-02-08,ActiveSubscription,2
MA,2022-02-09,ActiveSubscription,2
MA,2022-02-10,ActiveSubscription,1
MA,2022-02-11,ActiveSubscription,1
MA,2022-02-12,ActiveSubscription,1
MA,2022-02-13,ActiveSubscription,1
MA,2022-02-14,ActiveSubscription,1
MA,2022-02-15,ActiveSubscription,1
MA,2022-02-16,ActiveSubscription,1
MA,2022-02-17,ActiveSubscription,1
MA,2022-02-18,ActiveSubscription,1
MA,2022-02-19,ActiveSubscription,1
MA,2022-02-20,ActiveSubscription,1
MA,2022-02-21,ActiveSubscription,1
MA,2022-02-22,ActiveSubscription,1
MA,2022-02-23,ActiveSubscription,1
MA,2022-02-24,ActiveSubscription,2
MA,2022-02-25,ActiveSubscription,2
MA,2022-02-26,ActiveSubscription,2
MA,2022-02-27,ActiveSubscription,2
MA,2022-02-28,ActiveSubscription,2
MA,2022-03-01,ActiveSubscription,2
MA,2022-03-02,ActiveSubscription,2
MA,2022-03-03,ActiveSubscription,1
MA,2022-03-04,ActiveSubscription,2
MA,2022-03-05,ActiveSubscription,2
MA,2022-03-06,ActiveSubscription,2
MA,2022-03-07,ActiveSubscription,2
MA,2022-03-08,ActiveSubscription,2
MA,2022-03-09,ActiveSubscription,2
MA,2022-03-10,ActiveSubscription,2
MA,2022-03-11,ActiveSubscription,1
MA,2022-03-12,ActiveSubscription,1
MA,2022-03-13,ActiveSubscription,1
MA,2022-03-14,ActiveSubscription,1
MA,2022-03-15,ActiveSubscription,1
MA,2022-03-16,ActiveSubscription,1
MA,2022-03-17,ActiveSubscription,1
MA,2022-03-18,ActiveSubscription,1
MA,2022-03-19,ActiveSubscription,1
MA,2022-03-20,ActiveSubscription,1
MA,2022-03-21,ActiveSubscription,1
MA,2022-03-22,ActiveSubscription,1
MA,2022-03-23,ActiveSubscription,1
MA,2022-03-24,ActiveSubscription,1
MA,2022-03-25,ActiveSubscription,1
MA,2022-03-26,ActiveSubscription,1
MA,2022-03-27,ActiveSubscription,1
MA,2022-03-28,ActiveSubscription,1
MA,2022-03-29,ActiveSubscription,1
MA,2022-03-30,ActiveSubscription,1
MA,2022-03-31,ActiveSubscription,1
MD,2022-01-21,NewSubscription,1
MD,2022-01-24,ActiveSubscription,1
MD,2022-01-25,ActiveSubscription,1
MD,2022-01-26,ActiveSubscription,1
MD,2022-01-27,ActiveSubscription,1
MD,2022-01-28,ActiveSubscription,1
MD,2022-01-29,ActiveSubscription,1
MD,2022-01-30,ActiveSubscription,1
MD,2022-02-17,NewSubscription,1
MD,2022-03-07,ActiveSubscription,1
MD,2022-03-08,ActiveSubscription,1
MD,2022-03-09,ActiveSubscription,1
MD,2022-03-10,ActiveSubscription,1
MD,2022-03-11,ActiveSubscription,1
MD,2022-03-12,ActiveSubscription,1
MD,2022-03-13,ActiveSubscription,1
MD,2022-06-25,ActiveSubscription,1
MD,2022-06-25,NewSubscription,1
MD,2022-06-26,ActiveSubscription,1
MD,2022-06-27,ActiveSubscription,1
MD,2022-06-28,ActiveSubscription,1
MD,2022-06-29,ActiveSubscription,1
MD,2022-06-30,ActiveSubscription,1
MD,2022-07-01,ActiveSubscription,1
MD,2022-07-02,ActiveSubscription,1
MD,2022-07-03,ActiveSubscription,1
MD,2022-07-04,ActiveSubscription,1
MD,2022-07-05,ActiveSubscription,1
MD,2022-07-06,ActiveSubscription,1
MD,2022-07-07,ActiveSubscription,1
MD,2022-07-08,ActiveSubscription,1
MD,2022-07-09,ActiveSubscription,1
MD,2022-07-10,ActiveSubscription,1
MD,2022-07-11,ActiveSubscription,1
MD,2022-07-12,ActiveSubscription,1
MD,2022-07-13,ActiveSubscription,1
MD,2022-07-14,ActiveSubscription,1
MD,2022-07-15,ActiveSubscription,1
MD,2022-07-16,ActiveSubscription,1
MD,2022-07-17,ActiveSubscription,1
MD,2022-07-18,ActiveSubscription,1
MD,2022-07-19,ActiveSubscription,1
MD,2022-07-20,ActiveSubscription,1
MD,2022-07-21,ActiveSubscription,1
MD,2022-07-22,ActiveSubscription,1
MD,2022-07-23,ActiveSubscription,1
MD,2022-07-24,ActiveSubscription,1
MD,2022-07-25,ActiveSubscription,1
MD,2022-07-31,ActiveSubscription,1
MD,2022-08-01,ActiveSubscription,1
MD,2022-08-02,ActiveSubscription,1
MD,2022-08-03,ActiveSubscription,1
MD,2022-08-04,ActiveSubscription,1
MD,2022-08-05,ActiveSubscription,1
MD,2022-08-06,ActiveSubscription,1
MD,2022-08-07,ActiveSubscription,1
MD,2022-08-07,NewSubscription,1
MD,2022-08-08,ActiveSubscription,1
MD,2022-08-09,ActiveSubscription,1
MD,2022-08-10,ActiveSubscription,2
MD,2022-08-11,ActiveSubscription,2
MD,2022-08-12,ActiveSubscription,2
MD,2022-08-13,ActiveSubscription,2
MD,2022-08-14,ActiveSubscription,2
MD,2022-08-15,ActiveSubscription,2
MD,2022-08-16,ActiveSubscription,2
MD,2022-08-17,ActiveSubscription,1
MD,2022-08-18,ActiveSubscription,1
MD,2022-08-19,ActiveSubscription,2
MD,2022-08-20,ActiveSubscription,2
MD,2022-08-20,NewSubscription,1
MD,2022-08-21,ActiveSubscription,2
MD,2022-08-22,ActiveSubscription,2
MD,2022-08-23,ActiveSubscription,2
MD,2022-08-24,ActiveSubscription,2
MD,2022-08-25,ActiveSubscription,2
MD,2022-08-26,ActiveSubscription,2
MD,2022-08-27,ActiveSubscription,3
MD,2022-08-28,ActiveSubscription,3
MD,2022-08-29,ActiveSubscription,3
MD,2022-08-30,ActiveSubscription,3
MD,2022-08-31,ActiveSubscription,1
MD,2022-09-01,ActiveSubscription,1
MD,2022-09-02,ActiveSubscription,2
MD,2022-09-03,ActiveSubscription,2
MD,2022-09-04,ActiveSubscription,2
MD,2022-09-05,ActiveSubscription,2
MD,2022-09-06,ActiveSubscription,2
MD,2022-09-07,ActiveSubscription,2
MD,2022-09-08,ActiveSubscription,2
MD,2022-09-09,ActiveSubscription,2
MD,2022-09-10,ActiveSubscription,2
MD,2022-09-11,ActiveSubscription,2
MD,2022-09-12,ActiveSubscription,2
MD,2022-09-13,ActiveSubscription,1
MD,2022-09-14,ActiveSubscription,1
MD,2022-09-15,ActiveSubscription,1
MD,2022-09-16,ActiveSubscription,1
MD,2022-09-17,ActiveSubscription,1
MD,2022-09-18,ActiveSubscription,1
MD,2022-09-19,ActiveSubscription,1
MD,2022-09-20,ActiveSubscription,1
MD,2022-09-21,ActiveSubscription,1
MD,2022-09-22,ActiveSubscription,1
MD,2022-09-23,ActiveSubscription,1
MD,2022-09-24,ActiveSubscription,1
MD,2022-09-25,ActiveSubscription,1
MD,2022-09-26,ActiveSubscription,1
MD,2022-09-27,ActiveSubscription,1
MD,2022-09-28,ActiveSubscription,1
MD,2022-09-29,ActiveSubscription,1
MD,2022-09-30,ActiveSubscription,1
MD,2022-10-01,ActiveSubscription,1
MD,2022-10-02,ActiveSubscription,1
MD,2022-10-03,ActiveSubscription,1
MD,2022-10-04,ActiveSubscription,1
MD,2022-10-05,ActiveSubscription,1
MD,2022-10-06,ActiveSubscription,1
MD,2022-10-07,ActiveSubscription,1
